title,museum,era,material,size
坐着没有头的佛陀,柏林州立博物馆,,木头，雕刻，有颜色残留物,高度x宽度x深度：10 x 8.5 x 2.3厘米
pill,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：123 x 14 x 3厘米
菩萨头,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：19.5 x 15 x 12厘米
Devata头,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：14 x 9 x 7厘米
Zhou Cang (b) mit Hellebarde (a)  (Zhou Cang: Guandi suicong 周倉: 關帝隨從),柏林州立博物馆,18. / 19. Jh.,Bronze,对象维度：图（b）：17.5 x 11 x 7.1厘米
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
"""Queen Record"", chin. Titel",柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
碎片雕像花瓶和卷须,Staatliche Museen zu Berlin,,木头，涂漆和镀金,高度x宽度x深度：9.9 x 6 x 4厘米
Pekingoper: Die trunkene Yang Kuei- fei,柏林州立博物馆,设置日期：13.12.2000 12:17:04,,速度（记录）：33 rpm
较小（佛）头,柏林州立博物馆,,红陶,高度x宽度x深度：8.2 x 6 x 7厘米
西奥多·巴特斯（Theodor Bartus,柏林州立博物馆,1906,Foto,盘子尺寸（照片）：13 x 18厘米
小组肖像：第三次德国地铁探险队的参与者与他们的助手,柏林州立博物馆,1906,Foto,
阿尔伯特·冯·勒克（Albert von Le Coq）与当地的洞穴寺庙前面,柏林州立博物馆,1914年之前,Foto,盘子尺寸（照片）：13 x 18厘米
马头和叶状的形式,柏林州立博物馆,,Gipsform,高度x宽度x深度：27 x 27 x 15厘米
座位骑士的腿的形式,柏林州立博物馆,,Gipsform,高度x宽度x深度：22 x 27 x 9.5厘米
火炬,柏林州立博物馆,,用油漆铸造的石膏涂料,高度x宽度x深度：7.5 x 6.5 x 1 cm
"Titel A: Jugend-Chor
Titel B: Jugend-Liga-Lied",柏林州立博物馆,,,
"标题A：“东部发光”
标题B：“东部发光”",柏林州立博物馆,,,
"标题A：现代合唱团
标题B：“快乐的Senkiang”",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
标题A：“黄色Flow Cantata”,柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
标题A：“艾伦对欢乐”,柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
"标题A：[中文]
标题B：[中文]",柏林州立博物馆,,,
标题B：笔歌剧“刺绣鞋”（？）,柏林州立博物馆,,,
"标题A：“黄色Flow Cantata”
标题B：“黄色cattata”",柏林州立博物馆,,,
标题B：“红旗”,柏林州立博物馆,,,
"标题A：独奏的藏人歌曲（？）
标题B：藏语民歌，二重奏",柏林州立博物馆,,,
"标题A：“马车”
标题B：民间歌曲",柏林州立博物馆,,,
"标题A：“南hishelspforte”
标题B：“服从和责任感的美德”",Staatliche Museen zu Berlin,,,
"标题A：“月球女神的飞行在月球上”
标题B：“治愈帮派在防御工门面前射击”",柏林州立博物馆,,,
"标题A：“ T´ai Chen的人生故事”
标题B：“ T´ai Chen的人生故事”",柏林州立博物馆,,,
"Titel A: ""Sang Yuan Chi Tzu""
Titel B: ""Sang Yuan Chi Tzu""",Staatliche Museen zu Berlin,,,
"标题A：“服从的美德和职责感”
标题B：“彩虹之门”",Staatliche Museen zu Berlin,,,
"标题A：“芬河的弯道”
标题B：“芬河的弯道”",Staatliche Museen zu Berlin,,,
"标题A：“珍珠窗帘的依恋”
标题B：“错误指控的蟑螂”",柏林州立博物馆,,,
"标题A：“一次上升三个高级班”
标题B：“一次上升三个高级班级”",柏林州立博物馆,,,
"Titel A: ""Drachenhof""
Titel B: ""Töten der Frau im Drachenhof""",Staatliche Museen zu Berlin,,,
"标题A：“ Wang TSO切断了自己的手臂”
标题B：“ Wang TSO切断了自己的手臂”",柏林州立博物馆,,,
"Titel A: """"Vereinigte Befestigung""""
Titel B: """"Vereinigte Befestigung""""",柏林州立博物馆,,,
"标题A：“ SSU Lang对他的母亲的访问”
标题B：“ SSU Lang对他的母亲的访问”",柏林州立博物馆,,,
"标题A：“ Feng Yu Kuei Chou”（在雷暴中返回船）
标题B：“ Pai Hsi Ming”",柏林州立博物馆,,,
"标题A：“ Genessende的自我传达”
标题B：“ Vogel票”",柏林州立博物馆,,,
Titel A: Peiping-Buddha-Hymne,柏林州立博物馆,,,
Titel A: Peiping-Buddha-Hymne,柏林州立博物馆,,,
Titel A: Peiping-Buddha-Hymne,柏林州立博物馆,,,
"标题A：“东部发光”
标题B：“我们，工人，有力量”",柏林州立博物馆,,,
"标题A：音乐剧《名望的灯笼》中的咏叹调
标题B：工作歌曲",柏林州立博物馆,,,
标题A：戏剧“ Dji-hsiän-djing-schau-hsi djiang？gai-liang-djing-djing-sai-ming-tjü”的场景,柏林州立博物馆,,,
标题A：剧本“ hai.wai-hsün-fu”（男人或女人（配偶）国外）的搜索场景,Staatliche Museen zu Berlin,,,
标题A：剧本“ hai.wai-hsün-fu”（男人或女人（配偶）国外）的搜索场景,Staatliche Museen zu Berlin,,,
标题A：戏剧“ Hu-Schtschun-Schui-hsiang-dung-liu”的场景（东方冷冻的春水流），第五和第六集,柏林州立博物馆,,,
标题A：戏剧“ Hu-örl-Djiou-dsu”的场景（狐狸拯救了祖先）,柏林州立博物馆,,,
标题A：戏剧“南蒂恩人”（南方天空之门）的场景,柏林州立博物馆,,,
标题A：戏剧“ djin-gui-dji”的场景（黄金乌龟的传奇）,柏林州立博物馆,,,
"标题A：戏剧“ Tjing-Schun-Djia Weng”的场景（Tjing Tschun嫁给了一个老人）
标题B：“dschühua-kai”的场景（单独开花）",柏林州立博物馆,,,
标题A：“ HsinHsüaMe”（新鲜的雪花），从中：“ Jui Djia Go”（Famt家族的亭子,柏林州立博物馆,,,
标题A：戏剧“Yüko-Dsche Ku Mou”的场景（Yüko-Dsche在坟墓上哭泣）,柏林州立博物馆,,,
"Titel A: Szene aus dem Stück ""Yü ko-dsche ku mou"" (Yü ko-dsche weint am Grabe)",柏林州立博物馆,,,
标题A：戏剧“ Tjiu Djiou Diau Djiut”的场景（叔叔Tjiu Djia Holt Wein）,柏林州立博物馆,,,
标题A：戏剧“ Tjiu Djiou Diau Djiut”的场景（叔叔Tjiu Djia Holt Wein）,柏林州立博物馆,,,
"标题A：“ Dshan Me-lo”
标题B：Guo Min Dang的歌",柏林州立博物馆,,,
"标题A：戏剧“ Chiao Tze”的场景
标题B：戏剧“ Ma-an-Shan”的场景",柏林州立博物馆,,,
标题A：“吉兹向某人投诉”（桂枝桂枝）；标题B：没有玩,柏林州立博物馆,,,
Titel A: Der verlorene Kopfschmuck  (遺翠花);                              Titel B: Rote Pflaumen-Palast (红梅 閣),Staatliche Museen zu Berlin,,,
标题A：在雪中巧妙的相遇（雪中遇贤）；标题B：没有玩,柏林州立博物馆,,,
标题A：“征服Xīchuān”（取西川）；标题B：没有玩,柏林州立博物馆,,,
标题A：sāniùqǔ（三六）;标题B：没有玩,柏林州立博物馆,,,
标题A：“liùláng杀死他的儿子”（六郎斩子）；标题B：没有玩,Staatliche Museen zu Berlin,,,
标题A：“黄色起重机大楼（黄鹤楼）；标题B：不玩,柏林州立博物馆,,,
标题A：YùTángChūn（玉堂春）；标题B：没有玩,Staatliche Museen zu Berlin,,,
标题A：“ Bewers”（牧羊巻）;标题B：没有玩,柏林州立博物馆,,,
菩萨头,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：28 x 20 x 14厘米
标题A：三个命令（三三令）标题B：访问母亲（探母）,柏林州立博物馆,,,
Titel A:  liǔ yáo  jīn (柳摇金); Titel B: s. A,柏林州立博物馆,,,
Titel A:  huānlègē ( 歡樂歌); Titel B: Zhōng huā liù bǎn (中花六板),Staatliche Museen zu Berlin,,,
Titel A: Xíng jiē sì hé (行街四合) Teil 1; Titel B: s.A Teil 2,柏林州立博物馆,,,
标题A：“红色疤痕的历史 - 场景：聚会”（朱痕记朱痕记之）第1部分；标题B：请参阅第2部分,柏林州立博物馆,,,
Titel A: Huáng huì rú (黄慧如) Teil 1; Titel B: s. A Teil 2,Staatliche Museen zu Berlin,,,
标题A：Wǔniáng访问监狱（第1部分）；标题B：请参阅第2部分,柏林州立博物馆,,,
"Titel A: Acht gute Pferde, 5. und 6. Teil (八駿馬五六節);               Titel B: s. A , 7. und 8. Teil (八駿馬七八節)",柏林州立博物馆,,,
标题A：“伴随18 li lang”（第1部分）；标题B：请参阅第2部分,柏林州立博物馆,,,
"Titel A:  ""Der Herumtreiber tritt den Ball"" (浪子踢球);                      Titel B: Dǎ lián xiàng (打蓮相)",柏林州立博物馆,,,
Titel A:  hóng bì yuán (宏碧縁) quàn jiè piáo ( 勸戒嫖); Titel B:  mǎ qián pō shuǐ ( 馬前潑水),柏林州立博物馆,,,
Titel A: Gǎiliáng wúxījǐng (改良無錫景) Teil 1; Titel B: s. A Teil 2,Staatliche Museen zu Berlin,,,
标题A：茶摘歌（采茶歌）第1部分；标题B：请参阅第2部分,柏林州立博物馆,,,
Titel A:  Hòu mǔ lèi  (後毋涙) Teil 1                                              Titel B: s. A Teil 2,Staatliche Museen zu Berlin,,,
Titel A:  Nào tóu chǎng (閙頭場); Titel B: Jiāng jūn lìng (將軍令),柏林州立博物馆,,,
Titel A:  Die betrunkene Kurtisane (酒醉花魁) Teil 1;                     Titel B: s. A Teil 2,柏林州立博物馆,,,
标题A：“卖出小甜食”（卖小）第1部分；标题B：请参阅第2部分,柏林州立博物馆,,,
标题A：“五个donner位置”（五五），第1部分；页面：请参阅第2部分,柏林州立博物馆,,,
Titel A: Shuāi jìng jìa  (摔鏡架) erster Teil; Titel B: s. A Teil 2,柏林州立博物馆,,,
Titel A:  Zusammentreffen im Maulbeerbaumgarten (桑園會); Titel B: Yùtángchūn  (玉堂春),柏林州立博物馆,,,
Titel A: Chūdēng  (出燈); Titel B: s. A Teil 2,柏林州立博物馆,,,
Titel A:  bī ěr[?] chū jiā (逼兒[?]出家); Titel B: nicht bespielt,柏林州立博物馆,,,
Titel A: Huāyuán zèng zhū (花園贈珠); Titel B: nicht bespielt,Staatliche Museen zu Berlin,1906 - 1907,,
Titel A: sìjì xiāngsī (四季相思); Titel B: nicht bespielt,柏林州立博物馆,,,
"Titel A: yuánmén shè jǐ (轅門射戟);                                              Titel B: ""Das Haus mit der weißen Tür"" (白門樓)",柏林州立博物馆,,,
标题A：Wèi河（渭水河）；标题B：没有玩,柏林州立博物馆,,,
标题A：Sìláng离开宫殿（四郎四郎）第4部分；标题B：没有玩,柏林州立博物馆,,,
Titel A: Shanghaier Hafen  (上海碼頭) ; Titel B: Tee ausleihen (借茶),柏林州立博物馆,,,
标题A：击败三次（三三）第二部分；标题B：没有玩,柏林州立博物馆,,,
标题A：金桥（金桥）；标题B：没有玩,柏林州立博物馆,,,
"Titel A: ""Lotuskerne pflücken und am Grab trauern"" (採蓮哭墳) Teil 1;  Titel B: nicht bespielt",Staatliche Museen zu Berlin,,,
标题A：来自Zedernholz（杉厢）第2部分的Von；标题B：没有玩,柏林州立博物馆,,,
标题A：在第三次尝试中，剑和珍珠一起走（三明珠-下卷-下卷）第二卷，第一部分；标题B：没有玩,柏林州立博物馆,,,
标题A：在雪（雪雪）第六部分中的明智相遇；标题B：没有玩,柏林州立博物馆,,,
标题A：Pípa上的记录 - 对Nánpǔ（第1部分）说再见；标题B：在走廊上的Pípa会议上的记录（第2部分）,柏林州立博物馆,,,
Titel A: Xiàogǎntiān (孝感天) Teil 1; Titel B: s. A Teil 2,柏林州立博物馆,,,
标题A：访问母亲（探母见）；标题B：黄狗帮助他的主人（黄犬黄犬）,柏林州立博物馆,,,
标题A：凤凰返回他的巢（凤还）第1部分；标题B：请参阅第2部分,柏林州立博物馆,,,
标题A：Cáocāo的捕获和释放捉放曹；标题B：请参阅,柏林州立博物馆,,,
Titel A: Càimíngfèng (蔡明鳳) Teil 1; Titel B: s. A Teil 2,柏林州立博物馆,,,
标题A：祖国的爱之歌（爱爱）第1部分；标题B：请参阅第2部分,柏林州立博物馆,,,
Titel A: Die Bucht von Fén (汾河灣);                                            Titel B: Das Schmetterlingsglas (蝴蝶盃),柏林州立博物馆,,,
Titel A: Allein bewaffnet zum Bankett des Feindes - Messertreffen[?] (單刀會・刀會); Titel B: s. A  - Belehrung (單刀會・訓子),柏林州立博物馆,,,
Titel A: Yuánmén shèjǐ (轅門射戟); Titel B: Cháng'é fliegt zum Mond (嫦娥奔月),柏林州立博物馆,,,
"标题A：戏剧“ Shung Guan-Gao”（双重荣誉文凭）的“ Hsiao Lien Fen”（小莲花花的气味）
标题B：戏剧“ Shung Guan-Gao”（双重荣誉文凭）的“ Hsiao Lien Fen”（小莲花花的气味）",柏林州立博物馆,,,
"标题A：戏剧“ Mai Ma”（马贸易）的场景
标题B：戏剧“ hsiaoyüsanSheng”的场景（小叶的三场胜利）",柏林州立博物馆,,,
"标题A：戏剧“黄田”的场景（黄色的地方（黑社会？））
标题B：戏剧《黄田》（黄色地方（黑社会？））的场景",柏林州立博物馆,,,
"标题A：戏剧中的场景“接收你du-me”
标题B：戏剧“接收你du-me”的场景",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧场景",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧场景",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧场景",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧“Yüodo Feng”的场景",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧场景",柏林州立博物馆,,,
"标题A：戏剧中的牧羊歌曲“ Mu YangDjüan”
标题B：戏剧“ djou Mu”的场景（母亲的救赎）",柏林州立博物馆,,,
"标题A：戏剧场景
标题B：戏剧场景",柏林州立博物馆,,,
"Titel A: [chines.] ""Dàxiāng-Berg (大香山)
Titel B: [chines.] ""Der Jadetigeranhänger"" (玉虎神墜)",柏林州立博物馆,,,
"Titel A: [chines.] Měi's Enthauptungsprozess  (鍘美案)
Titel B: [chines.] Schmetterlingsglas - Sohn von jemandem töten (蝴蝶盃打子)",柏林州立博物馆,,,
"标题A：[Chines。]蓝色风亭（青风亭）
标题B：[Chines。]找到无限的黄金（拾金）",柏林州立博物馆,,,
"标题A：[Chines。]“蝴蝶玻璃”（蝴蝶杯）
标题B：[Chines。]“离开房子去寻找母亲”（探母探母）",柏林州立博物馆,,,
"标题A：尽管黑暗相信正义（暗室青天）
标题B：请参阅第2部分",柏林州立博物馆,,,
"标题A：[Chines。]“凤凰返回他的巢”（凤凤）第1部分
标题B：[Chines。] S. A Part 2",柏林州立博物馆,1931 - 1934,,
"标题A：[Chines。]“ Southern Himmel Gate”（第1部分）
标题B：[Chines。] S. A Part 2",柏林州立博物馆,,,
"标题A：Cáocāo的捕获和释放（捉放曹）
标题B：请参阅",柏林州立博物馆,,,
标题A：Pípa上的记录 - 对Nánpǔ（第1部分）说再见；标题B：在走廊上的Pípa会议上的记录（第2部分）,柏林州立博物馆,,,
"Titel A: Einen Weidenzweig abbrechen  (折柳)
Titel B: Yángguān (陽關)",柏林州立博物馆,,,
"Titel A: Der Päonien-Pavillon (牡丹亭)
Titel B: Palast des langen Lebens (長生殿)",柏林州立博物馆,,,
"Titel A: [chines.]  Xiàogǎntiān (孝感天) Teil 1
Titel B: [chines.] s. A Teil 2",柏林州立博物馆,,,
"Titel A:  Der Berg Líntóng (臨潼山); 
Titel B:  Jìzǐ - Shàngfén  (寄子上坟)",柏林州立博物馆,,,
"标题A：在酷刑装置（滚钉板）上滚动；
标题B：致hédōng（下河东）",柏林州立博物馆,,,
"Titel A: [chines.] Jiāng jūn lìng (將軍令)
Titel B: [chines.] Nàotóuchǎng  (閙頭場)",柏林州立博物馆,,,
"标题A：黄金费塞尔的历史（金鎻记）第3部分
标题B：请参阅第4部分",柏林州立博物馆,,,
"标题A：黄金费塞尔的历史（第1部分）；
标题B：请参阅第2部分",柏林州立博物馆,,,
"Titel A: Líwōyíxiào zhī tiāntái shǎnghuā (梨渦一笑之天台赏花) Teil 1
Titel B:  s. A Teil 2",柏林州立博物馆,,,
"Titel A: Der seufzende reiche Mann (有銭佬自嘆) Teil 1;
Titel B:  s. A Teil 2",柏林州立博物馆,,,
"Titel A: Ā sǎo gào tōu qíng (阿嫂告偷情) Teil 1;
Titel B:  s. A Teil 2",柏林州立博物馆,,,
"标题A：[Chines。]Päonien-Pavillon（扗丹亭）
标题B：[Chines。]永生的宫殿（长生殿）",柏林州立博物馆,,,
"Titel A: Bái liáng guān (白良關)
Titel B: Zum zweiten Mal im Palast (二進宮)",柏林州立博物馆,,,
"Titel A: Huílóng-Kabinett (廽龍閣) 
Titel B: Magische Lotuslampe (寳蓮燈)",柏林州立博物馆,,,
"标题A：Cáocāo的捕获和释放（捉放曹）
标题B：请参阅第2部分",柏林州立博物馆,,,
"标题A：天堂南门（南南）
标题B：没有玩",柏林州立博物馆,,,
"标题A：黑风的神奇手帕（第7部分）
标题B：S.A。第8部分",柏林州立博物馆,1905 - 1906,,
"标题A：[Chines。]流血的手打印血手印
标题B：没有玩",柏林州立博物馆,,,
"Ancient & Oriental Music, Volume I of the History of Music in Sound",柏林州立博物馆,设定日期：1997年12月18日,,速度（记录）：33 rpm
Hua Ying Yuefenpai 華英月份牌 (Chinesisch-englisches Kalenderposter),柏林州立博物馆,,纸，墨水,叶子大小：52.7 x 30.8厘米
中国公务员,柏林州立博物馆,Yuan-Dynastie (Yüan),石头（大理石？）;石头（白云岩？）,对象维度：252 x 72 x 40厘米（没有必要的基部）
致敬场景,柏林州立博物馆,20世纪（一半的一半）,,
Ahnentafel für Konfuzius 孔子神位 (Kongzi Shenwei),柏林州立博物馆,20世纪（一半），1972年之前,木材，乌拉什（Urushi），颜料,对象维度：28.5 x 12.2 x 5.5厘米
shen an 神案,柏林州立博物馆,Qing (Mandschu) –Dynastie (Mitte),带雕刻的木头，涂漆和镀金,对象维度：91 x 69 x 69厘米
烤肉的准备,柏林州立博物馆,,Papier,对象维度：H：22.0厘米
出售豆粉布丁,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1895",纸，墨水，颜料,对象维度：H：22.0厘米
起重机,柏林州立博物馆,,熏肉,对象维度：4.2 x 1.5 x 2.2厘米
青蛙,柏林州立博物馆,,Stoff,"Länge: a: 7,5 cm"
Schiff je下，大巡洋舰和中队旗舰店，前往东亚的唱片，船员的录音,柏林州立博物馆,录音：1901,带有Urushic许可的相册；在纸板上提出的白蛋白纸张扣除和银明胶扣除额,对象维度：27 x 35 x 6.5厘米
前长袍，有两个男孩在一个景观中的场景,柏林州立博物馆,Qing-Dynastie,材料：丝绸，棉，金属,高度x宽度：182 x 184毫米
白塔拉,柏林州立博物馆,,帆布,对象维度：H：139.0厘米
"Amitabha, Manyur, Tara, Lamas",柏林州立博物馆,,帆布,对象维度：H：61.7厘米B：37.5厘米
三个Arhats,柏林州立博物馆,,帆布,对象维度：H：79厘米B：52.5厘米
bian' e 匾額,柏林州立博物馆,,木材，浮雕，涂漆和镀金,对象维度：74 x 190 x 11厘米
bian' e 楄額,柏林州立博物馆,,木头，涂成黑色和镀金,对象维度：75.5 x 204.5 x 5.5厘米无悬浮液
bian' e 匾額,柏林州立博物馆,,木材，浮雕，涂漆和镀金,对象维度：89.5 x 176.5 x 4厘米
前长袍，风筝，第三只眼睛,柏林州立博物馆,Qing-Dynastie,材料：丝绸，纸，推注，金属,高度x宽度：390 x 394毫米
Liang Mingyue China 1975,柏林州立博物馆,1975,,速度（音量）：19厘米/s单，半轨
zheng (guzheng),柏林州立博物馆,,,
学者在湖上的工作室,柏林州立博物馆,Ming-Dynastie,纸上的粉丝叶，墨水和颜色,图片：18 x 50.5厘米
zheng (guzheng),柏林州立博物馆,,,
标题和铭文的片段,柏林州立博物馆,1760-Ära Qianlong-Qing-Dynastie,横卷，纸上墨水,
内阁,柏林州立博物馆,18世纪,红色雕刻在木头上，地板内部涂成黑色,高度x宽度x深度：25 x 21.3 x 36.3厘米
圆柱罐,柏林州立博物馆,Ming-Dynastie-Jiajing –Periode,用压箔涂在木头上,高度x直径：10.1 x 8.5厘米
方板,柏林州立博物馆,17世纪初期,带有木材的漆，带有木镶嵌的母亲,高度x宽度x深度：1.7 x 23.2 x 23.2厘米
作品的四卷“天上的书”,柏林州立博物馆,1987 - 1991,,高度x宽度：45.8 x 29.8厘米每胶
景观,柏林州立博物馆,明代后期或清单早期17。世纪,丝绸的角色，墨水和颜色,图片：142 x 60.5厘米
芦苇中的绿色,柏林州立博物馆,,纸上的收费滚筒，墨水和颜色,
兰花和书法,柏林州立博物馆,,收费辊，纸上的墨水,
燕子对开花杏树枝,柏林州立博物馆,1936,纸上的收费滚筒，墨水和颜色,图片：69 x 31.4厘米
羽毛珠宝给神人物,柏林州立博物馆,18. Jh.,"和平，木头
木头;孔雀羽毛",
蒙古将军Cebdenjab的肖像（Chin。Cebudengzhabu）,柏林州立博物馆,"Qianlong-Periode, dat. 1760",原始：丝绸上的水彩（墨水，颜色）,
“金条”,柏林州立博物馆,1980年代,Papier,对象维度：10.3 x 13.5 x 1.3厘米
大乘秒法連 (?) 花經 (Teil der Saddharmapundarikasutra),柏林州立博物馆,"Ming-Dynastie, dat. 1595",在纸上打印；纺织品,对象维度：35.4 x 12.7 x 3.9厘米
大乘秒法連 (?) 花經 (Teil der Saddharmapundarikasutra),柏林州立博物馆,"Ming-Dynastie, dat. 1595",在纸上打印；纺织品,对象维度：35.7 x 12.8 x 3.5厘米
大乘秒法連 (?) 花經 (Teil der Saddharmapundarikasutra),柏林州立博物馆,"Ming-Dynastie, dat. 1595",在纸上打印；纺织品,对象维度：36.3 x 12.8 x 4厘米
紙衣袍 (zhi yipao),柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1898",纸，颜料,高度x宽度：68.5 x 99厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，雕刻，涂漆,对象维度：8 x 13.5 x 4.1厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",石膏，油漆,对象维度：8.5 x 14 x 4.1厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，雕刻，涂漆,对象维度：8 x 12.5 x 4厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，雕刻，涂漆,对象维度：8.3 x 13.5 x 3.8厘米
Schwein als Zugtier,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，雕刻，涂漆,对象维度：7.5 x 13 x 4.1厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头;雕刻，油漆,对象维度：7.2 x 12 x 4.1厘米
猪作为草稿,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，雕刻，涂漆,对象维度：9.5 x 15.5 x 4.5厘米
"""Göttin Tou-mu Marici""",柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木材，颜色颜色,对象维度：29 x 29 x 15厘米
Marici-Wagen,柏林州立博物馆,"Qing (Mandschu) –Dynastie (Ende), vor 1901",木头，涂漆，镀金；纺织品,对象尺寸：66.5 x 76.5 x 43.5厘米（根据索引卡）
Saddharma Pundarika (Lotos-) Sutra 観世音 ...門品経,柏林州立博物馆,um 1900,纸，墨水，锦缎盖,对象维度：33 x 12.3 x 1.7厘米
大乘秒法連 (?) 花經 (Teil der Saddharmapundarikasutra),柏林州立博物馆,"Ming-Dynastie, dat. 1595",在纸上打印；纺织品,对象维度：34.3 x 12.3 x 4厘米
世界守门员,柏林州立博物馆,唐 - 时间（或更早）,Stein,高度x宽度：根据KK的42 x 25厘米
手稿,柏林州立博物馆,10世纪,用绘画手写,高度x宽度x深度：7.8 x 25.5 x 7.5厘米
左边的白色崇拜人物,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：42 x 34厘米
在格洛里奥尔（Gloriole）的佛拉（Cella）的右墙,柏林州立博物馆,6.- 7. Jh.,粘土上的颜色,高度x宽度x深度：272 x 353 x 10厘米
三个座位的佛陀,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：272 x 327 x 6厘米
Mönch头,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：78 x 65 x 4厘米
