Subject,Predicate,Object
Kanne,描述,[SM8HF]
Kanne,图片链接,https://recherche.smb.museum/images/4564380_300x300.jpg
Kanne,详情链接,https://id.smb.museum/object/1907752/kanne
Dreibeiniger Weihrauchbrenner,属于,Staatliche Museen zu Berlin
Dreibeiniger Weihrauchbrenner,年代,Tang-Dynastie-7. Jh.
Dreibeiniger Weihrauchbrenner,材料,"Cremefarbener Ton, weiße Engobe, transparent glasiert"
Dreibeiniger Weihrauchbrenner,大小,"Höhe x Durchmesser: 15,8 x 20 cm"
Dreibeiniger Weihrauchbrenner,描述,[SM8HF]
Dreibeiniger Weihrauchbrenner,图片链接,https://recherche.smb.museum/images/4564379_300x300.jpg
Dreibeiniger Weihrauchbrenner,详情链接,https://id.smb.museum/object/1907740/dreibeiniger-weihrauchbrenner
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Tang-Dynastie-7./8. Jh.
Topf,材料,"Weißer Ton, cremefarben glasiert, Craquelé"
Topf,大小,"Höhe x Durchmesser: 15,3 x 13 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564376_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907737/topf
Kundika,属于,Staatliche Museen zu Berlin
Kundika,年代,Tang-Dynastie-7./8. Jh.
Kundika,材料,"Weißer Ton, weiße Engobe, cremefarben glasiert"
Kundika,大小,"Höhe x Breite x Tiefe: 19,3 x 9,5 x 8,4 cm"
Kundika,描述,[SM8HF]
Kundika,图片链接,https://recherche.smb.museum/images/4564374_300x300.jpg
Kundika,详情链接,https://id.smb.museum/object/1907735/kundika
Flasche,属于,Staatliche Museen zu Berlin
Flasche,年代,Tang-Dynastie-7. Jh.
Flasche,材料,"Weißer Ton, strohfarben glasiert"
Flasche,大小,"Höhe x Durchmesser: 10,7 x 6 cm"
Flasche,描述,[SM8HF]
Flasche,图片链接,https://recherche.smb.museum/images/4564373_300x300.jpg
Flasche,详情链接,https://id.smb.museum/object/1907734/flasche
Flasche,属于,Staatliche Museen zu Berlin
Flasche,年代,Tang-Dynastie-7. Jh.
Flasche,材料,"Grauweißer Ton, weiße Engobe, transparent blassgrün glasiert"
Flasche,大小,"Höhe x Durchmesser: 16,8 x 11,5 cm"
Flasche,描述,[SM8HF]
Flasche,图片链接,https://recherche.smb.museum/images/4564370_300x300.jpg
Flasche,详情链接,https://id.smb.museum/object/1907733/flasche
Kerzenständer,属于,Staatliche Museen zu Berlin
Kerzenständer,年代,Tang-Dynastie-7. Jh.
Kerzenständer,材料,"Weißlicher Ton, transparent blassgrün glasiert"
Kerzenständer,大小,"Höhe x Durchmesser: 25,5 x 22,5 cm"
Kerzenständer,描述,[SM8HF]
Kerzenständer,图片链接,https://recherche.smb.museum/images/4564368_300x300.jpg
Kerzenständer,详情链接,https://id.smb.museum/object/1907732/kerzenstander
Fußschale,属于,Staatliche Museen zu Berlin
Fußschale,年代,Sui-Dynastie-spätes 6. oder frühes 7. Jh.
Fußschale,材料,"Cremefarbener Ton, transparent glasiert"
Fußschale,大小,"Höhe x Durchmesser: 6,2 x 9,9 cm"
Fußschale,描述,[SM8HF]
Fußschale,图片链接,https://recherche.smb.museum/images/4564367_300x300.jpg
Fußschale,详情链接,https://id.smb.museum/object/1907731/fussschale
Flasche,属于,Staatliche Museen zu Berlin
Flasche,年代,Sui-Dynastie-spätes 6. oder frühes 7. Jh.
Flasche,材料,"Cremefarbener Ton, transparent glasiert"
Flasche,大小,"Höhe x Durchmesser: 14,8 x 14,2 cm"
Flasche,描述,[SM8HF]
Flasche,图片链接,https://recherche.smb.museum/images/4564366_300x300.jpg
Flasche,详情链接,https://id.smb.museum/object/1907730/flasche
Dreifuß,属于,Staatliche Museen zu Berlin
Dreifuß,年代,Tang-Dynastie-8./9. Jh.
Dreifuß,材料,"Braungrauer Ton, weiße Engobe, honiggelb glasiert"
Dreifuß,大小,"Höhe x Durchmesser: 12,2 x 16,4 cm"
Dreifuß,描述,[SM8HF]
Dreifuß,图片链接,https://recherche.smb.museum/images/4564364_300x300.jpg
Dreifuß,详情链接,https://id.smb.museum/object/1907728/dreifuss
Weihrauchbrenner,属于,Staatliche Museen zu Berlin
Weihrauchbrenner,年代,Sui- oder Tang-Dynastie-spätes 6. oder frühes 7. Jh.
Weihrauchbrenner,材料,"Hellgrauer Ton, honiggelb glasiert"
Weihrauchbrenner,大小,"Höhe x Durchmesser: 9,5 x 13 cm"
Weihrauchbrenner,描述,[SM8HF]
Weihrauchbrenner,图片链接,https://recherche.smb.museum/images/4564363_300x300.jpg
Weihrauchbrenner,详情链接,https://id.smb.museum/object/1907725/weihrauchbrenner
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Tang-Dynastie-frühes 7. Jh.
Topf,材料,"Grauer Ton, weiße Engobe, braungelb glasiert"
Topf,大小,"Höhe x Breite x Tiefe: 19,3 x 13,2 x 13 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564362_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907721/topf
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,Tang-Dynastie-8./9. Jh.
Krug,材料,"Heller steinfarbener Ton, helle  Engobe, honiggelb glasiert"
Krug,大小,"Höhe x Breite x Tiefe: 17 x 10,6 x 9,1 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564359_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907720/krug
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,Tang-Dynastie-8./9. Jh.
Krug,材料,"Heller steinfarbener Ton, helle  Engobe, honiggelb glasiert"
Krug,大小,"Höhe x Breite x Tiefe: 19,8 x 11,5 x 9 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564358_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907719/krug
Halstopf mit zwei Henkeln,属于,Staatliche Museen zu Berlin
Halstopf mit zwei Henkeln,年代,Nördliche Qi- oder Sui-Dynastie-2. Hälfte 6. oder frühes 7. Jh.
Halstopf mit zwei Henkeln,材料,"Weißer Ton, durchscheinend grün glasiert"
Halstopf mit zwei Henkeln,大小,"Höhe x Durchmesser: 22,6 x 12,8 cm"
Halstopf mit zwei Henkeln,描述,[SM8HF]
Halstopf mit zwei Henkeln,图片链接,https://recherche.smb.museum/images/4564352_300x300.jpg
Halstopf mit zwei Henkeln,详情链接,https://id.smb.museum/object/1907718/halstopf-mit-zwei-henkeln
Flasche,属于,Staatliche Museen zu Berlin
Flasche,年代,Sui- oder Tang-Dynastie-7. Jh.
Flasche,材料,"Grauer Ton, weiße Engobe, olivbraun glasiert"
Flasche,大小,"Höhe x Durchmesser: 24,2 x 14,3 cm"
Flasche,描述,[SM8HF]
Flasche,图片链接,https://recherche.smb.museum/images/4564462_300x300.jpg
Flasche,详情链接,https://id.smb.museum/object/1907717/flasche
Halstopf mit vier Henkeln,属于,Staatliche Museen zu Berlin
Halstopf mit vier Henkeln,年代,Nördliche Qi- oder Sui-Dynastie-2. Hälfte 6. oder frühes 7. Jh.
Halstopf mit vier Henkeln,材料,"Grauer Ton, braungrün glasiert"
Halstopf mit vier Henkeln,大小,"Höhe x Durchmesser: 12,7 x 10,5 cm"
Halstopf mit vier Henkeln,描述,[SM8HF]
Halstopf mit vier Henkeln,图片链接,https://recherche.smb.museum/images/4564353_300x300.jpg
Halstopf mit vier Henkeln,详情链接,https://id.smb.museum/object/1907716/halstopf-mit-vier-henkeln
Topf mit vier Henkeln,属于,Staatliche Museen zu Berlin
Topf mit vier Henkeln,年代,Nördliche Qi-Dynastie
Topf mit vier Henkeln,材料,"Braungrauer Ton, transparent graugrün glasiert"
Topf mit vier Henkeln,大小,"Höhe x Durchmesser: 18 x 15,9 cm"
Topf mit vier Henkeln,描述,[SM8HF]
Topf mit vier Henkeln,图片链接,https://recherche.smb.museum/images/4564350_300x300.jpg
Topf mit vier Henkeln,详情链接,https://id.smb.museum/object/1907715/topf-mit-vier-henkeln
Schalenuntersatz,属于,Staatliche Museen zu Berlin
Schalenuntersatz,年代,Südliche Dynastien oder Sui-Dynastie-spätes 5. bis frühes 6. Jh.
Schalenuntersatz,材料,"Hellgrauer Ton, durchscheinend gelbgrün glasiert"
Schalenuntersatz,大小,"Höhe x Durchmesser: 4,5 x 19,7 cm"
Schalenuntersatz,描述,[SM8HF]
Schalenuntersatz,图片链接,https://recherche.smb.museum/images/4564349_300x300.jpg
Schalenuntersatz,详情链接,https://id.smb.museum/object/1907714/schalenuntersatz
Schale,属于,Staatliche Museen zu Berlin
Schale,年代,Südliche Dynastien oder Sui-Dynastie-spätes 5. bis frühes 6. Jh.
Schale,材料,"Hellgrauer Ton, hell olivgrün glasiert"
Schale,大小,"Höhe x Durchmesser: 8,5 x 15 cm"
Schale,描述,[SM8HF]
Schale,图片链接,https://recherche.smb.museum/images/4564347_300x300.jpg
Schale,详情链接,https://id.smb.museum/object/1907713/schale
Teller,属于,Staatliche Museen zu Berlin
Teller,年代,Südliche Dynastien oder Sui-Dynastie-spätes 5. bis frühes 6. Jh.
Teller,材料,"Beigefarbener Ton, hellgrün glasiert"
Teller,大小,"Höhe x Durchmesser: 4 x 24,6 cm"
Teller,描述,[SM8HF]
Teller,图片链接,https://recherche.smb.museum/images/4564345_300x300.jpg
Teller,详情链接,https://id.smb.museum/object/1907712/teller
Teller,属于,Staatliche Museen zu Berlin
Teller,年代,Südliche Dynastien oder Sui-Dynastie-spätes 5. bis frühes 6. Jh.
Teller,材料,"Hellgrauer Ton, gelbgrün glasiert"
Teller,大小,"Höhe x Durchmesser: 3 x 14,9 cm"
Teller,描述,[SM8HF]
Teller,图片链接,https://recherche.smb.museum/images/4564343_300x300.jpg
Teller,详情链接,https://id.smb.museum/object/1907711/teller
Fußschale,属于,Staatliche Museen zu Berlin
Fußschale,年代,Südliche Dynastien oder Sui-Dynastie-spätes 5. bis frühes 6. Jh.
Fußschale,材料,"Dunkelgrauer Ton, mit weißer Engobe überzogen, hell braungelb glasiert"
Fußschale,大小,"Höhe x Durchmesser: 7,3 x 19,2 cm"
Fußschale,描述,[SM8HF]
Fußschale,图片链接,https://recherche.smb.museum/images/4564337_300x300.jpg
Fußschale,详情链接,https://id.smb.museum/object/1907708/fussschale
Fußbecher,属于,Staatliche Museen zu Berlin
Fußbecher,年代,Südliche Dynastien oder Sui-Dynastie-6. bis frühes 7. Jh.
Fußbecher,材料,"Braungrauer Ton, dünn gelbolivfarben glasiert"
Fußbecher,大小,"Höhe x Durchmesser: 9,4 x 10,1 cm"
Fußbecher,描述,[SM8HF]
Fußbecher,图片链接,https://recherche.smb.museum/images/4564336_300x300.jpg
Fußbecher,详情链接,https://id.smb.museum/object/1907707/fussbecher
Hühnerkopfkrug,属于,Staatliche Museen zu Berlin
Hühnerkopfkrug,年代,Südliche und Nördliche Dynastien-6. Jh.
Hühnerkopfkrug,材料,"Hellgrauer Ton, wässrig-grün glasiert, Craquelé"
Hühnerkopfkrug,大小,"Höhe x Breite x Tiefe: 29 x 17,2 x 16,8 cm"
Hühnerkopfkrug,描述,[SM8HF]
Hühnerkopfkrug,图片链接,https://recherche.smb.museum/images/4564335_300x300.jpg
Hühnerkopfkrug,详情链接,https://id.smb.museum/object/1907706/huhnerkopfkrug
Hühnerkopfkrug,属于,Staatliche Museen zu Berlin
Hühnerkopfkrug,年代,Östliche Jin-Dynastie oder Südliche Dynastien-5. Jh.
Hühnerkopfkrug,材料,"Braungrauer Ton, wässrig-grün glasiert"
Hühnerkopfkrug,大小,"Höhe x Breite x Tiefe: 18,3 x 14 x 12,5 cm"
Hühnerkopfkrug,描述,[SM8HF]
Hühnerkopfkrug,图片链接,https://recherche.smb.museum/images/4564334_300x300.jpg
Hühnerkopfkrug,详情链接,https://id.smb.museum/object/1907704/huhnerkopfkrug
Hühnerkopfkrug,属于,Staatliche Museen zu Berlin
Hühnerkopfkrug,年代,Östliche Jin-Dynastie-4. Jh.
Hühnerkopfkrug,材料,"Grauer Ton, hell gelbgrün glasiert"
Hühnerkopfkrug,大小,"Höhe: 22,5 cm"
Hühnerkopfkrug,描述,[SM8HF]
Hühnerkopfkrug,图片链接,https://recherche.smb.museum/images/4564328_300x300.jpg
Hühnerkopfkrug,详情链接,https://id.smb.museum/object/1907703/huhnerkopfkrug
Kleines Gefäß,属于,Staatliche Museen zu Berlin
Kleines Gefäß,年代,Östliche Jin-Dynastie-spätes 4.-frühes 5. Jh.
Kleines Gefäß,材料,"Ton, kräftig olivgrün glasiert"
Kleines Gefäß,大小,"Höhe x Durchmesser: 8,6 x 11,1 cm"
Kleines Gefäß,描述,[SM8HF]
Kleines Gefäß,图片链接,https://recherche.smb.museum/images/4564326_300x300.jpg
Kleines Gefäß,详情链接,https://id.smb.museum/object/1907701/kleines-gefass
Kleiner Topf,属于,Staatliche Museen zu Berlin
Kleiner Topf,年代,Östliche Jin-Dynastie-4. Jh.
Kleiner Topf,材料,"Ton, graugrün glasiert"
Kleiner Topf,大小,"Höhe x Durchmesser: 9,2 x 9,8 cm"
Kleiner Topf,描述,[SM8HF]
Kleiner Topf,图片链接,https://recherche.smb.museum/images/4564322_300x300.jpg
Kleiner Topf,详情链接,https://id.smb.museum/object/1907700/kleiner-topf
Kleiner Topf,属于,Staatliche Museen zu Berlin
Kleiner Topf,年代,Östliche Jin-Dynastie-4.-frühes 5. Jh.
Kleiner Topf,材料,"Ton, dunkel olivbraun glasiert"
Kleiner Topf,大小,"Höhe x Durchmesser: 5,9 x 12 cm"
Kleiner Topf,描述,[SM8HF]
Kleiner Topf,图片链接,https://recherche.smb.museum/images/4564319_300x300.jpg
Kleiner Topf,详情链接,https://id.smb.museum/object/1907698/kleiner-topf
Wassergefäß in Krötengestalt,属于,Staatliche Museen zu Berlin
Wassergefäß in Krötengestalt,年代,Östliche Jin-Dynastie-4. Jh.
Wassergefäß in Krötengestalt,材料,"Grauer Ton, olivgrün glasiert"
Wassergefäß in Krötengestalt,大小,"Höhe x Durchmesser: 3,8 x 7,5 cm"
Wassergefäß in Krötengestalt,描述,[SM8HF]
Wassergefäß in Krötengestalt,图片链接,https://recherche.smb.museum/images/4564318_300x300.jpg
Wassergefäß in Krötengestalt,详情链接,https://id.smb.museum/object/1907659/wassergefass-in-krotengestalt
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Westliche oder Östliche Jin-Dynastie-3./4. Jh.
Topf,材料,"Ton, hellgrün glasiert, Craquelé"
Topf,大小,"Höhe x Durchmesser: 12,1 x 19,5 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564317_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907658/topf
Weihrauchbrenner,属于,Staatliche Museen zu Berlin
Weihrauchbrenner,年代,Westliche oder Östliche Jin-Dynastie-3./4. Jh.
Weihrauchbrenner,材料,"Grauer Ton, gefleckt olivgrün glasiert"
Weihrauchbrenner,大小,"Höhe x Durchmesser: 14 x 14,5 cm"
Weihrauchbrenner,描述,[SM8HF]
Weihrauchbrenner,图片链接,https://recherche.smb.museum/images/4564315_300x300.jpg
Weihrauchbrenner,详情链接,https://id.smb.museum/object/1907654/weihrauchbrenner
Halstopf,属于,Staatliche Museen zu Berlin
Halstopf,年代,Westliche Jin-Dynastie-3. Jh.
Halstopf,材料,"Grauer Ton, graugrün glasiert"
Halstopf,大小,"Höhe x Durchmesser: 10,5 x 10,8 cm"
Halstopf,描述,[SM8HF]
Halstopf,图片链接,https://recherche.smb.museum/images/4564312_300x300.jpg
Halstopf,详情链接,https://id.smb.museum/object/1907653/halstopf
Halstopf,属于,Staatliche Museen zu Berlin
Halstopf,年代,Westliche Jin-Dynastie-3. Jh.
Halstopf,材料,"Grauer Ton, olivgrün glasiert"
Halstopf,大小,"Höhe: 14,4 cm"
Halstopf,描述,[SM8HF]
Halstopf,图片链接,https://recherche.smb.museum/images/4564311_300x300.jpg
Halstopf,详情链接,https://id.smb.museum/object/1907649/halstopf
Becken auf drei Füßen,属于,Staatliche Museen zu Berlin
Becken auf drei Füßen,年代,Wu- oder Westliche Jin-Dynastie
Becken auf drei Füßen,材料,"Grauer Ton, gelbgrün glasiert"
Becken auf drei Füßen,大小,"Höhe x Durchmesser: 10,5 x 19,2 cm"
Becken auf drei Füßen,描述,[SM8HF]
Becken auf drei Füßen,图片链接,https://recherche.smb.museum/images/4564309_300x300.jpg
Becken auf drei Füßen,详情链接,https://id.smb.museum/object/1907647/becken-auf-drei-fussen
Fußschale,属于,Staatliche Museen zu Berlin
Fußschale,年代,Westliche Jin-Dynastie-spätes 3. bis frühes 4. Jh.
Fußschale,材料,"Ton, gelbgrün glasiert"
Fußschale,大小,"Höhe x Durchmesser: 10,5 x 19,2 cm"
Fußschale,描述,[SM8HF]
Fußschale,图片链接,https://recherche.smb.museum/images/4564308_300x300.jpg
Fußschale,详情链接,https://id.smb.museum/object/1907645/fussschale
Becken,属于,Staatliche Museen zu Berlin
Becken,年代,Wu- oder Westliche Jin-Dynastie-2. Hälfte 3. Jh.
Becken,材料,"Ton, olivgrün glasiert"
Becken,大小,"Höhe x Durchmesser: 4,5 x 13,2 cm"
Becken,描述,[SM8HF]
Becken,图片链接,https://recherche.smb.museum/images/4564307_300x300.jpg
Becken,详情链接,https://id.smb.museum/object/1907640/becken
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Wu-Dynastie oder Zeit der Drei Reiche-2. Hälfte 3. Jh.
Topf,材料,"Ton, hell gelbgrün glasiert"
Topf,大小,"Höhe x Durchmesser: 10 x 13,5 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564306_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907635/topf
Zylindrischer Topf,属于,Staatliche Museen zu Berlin
Zylindrischer Topf,年代,Westliche Jin-Dynastie-3. Jh.
Zylindrischer Topf,材料,"Rotbrauner Ton, dunkel olivgrün glasiert"
Zylindrischer Topf,大小,"Höhe: 18,3 cm"
Zylindrischer Topf,描述,[SM8HF]
Zylindrischer Topf,图片链接,https://recherche.smb.museum/images/4564305_300x300.jpg
Zylindrischer Topf,详情链接,https://id.smb.museum/object/1907633/zylindrischer-topf
Kleiner Topf,属于,Staatliche Museen zu Berlin
Kleiner Topf,年代,"Drei Reiche, Wu-Dynastie-3. Jh."
Kleiner Topf,材料,"Grauer Ton, graugrüne Seladonglasur"
Kleiner Topf,大小,"Höhe x Durchmesser: 6 x 10,5 cm"
Kleiner Topf,描述,[SM8HF]
Kleiner Topf,图片链接,https://recherche.smb.museum/images/4564304_300x300.jpg
Kleiner Topf,详情链接,https://id.smb.museum/object/1907631/kleiner-topf
Schweinekoben,属于,Staatliche Museen zu Berlin
Schweinekoben,年代,Westliche Jin-Dynastie
Schweinekoben,材料,"Brauner Ton, Deckel hellgrün glasiert"
Schweinekoben,大小,"Höhe x Durchmesser: 6,5 x 11,5 cm"
Schweinekoben,描述,[SM8HF]
Schweinekoben,图片链接,https://recherche.smb.museum/images/4564301_300x300.jpg
Schweinekoben,详情链接,https://id.smb.museum/object/1907620/schweinekoben
Weihrauchdose mit Deckel,属于,Staatliche Museen zu Berlin
Weihrauchdose mit Deckel,年代,Späte Han-Dynastie-2./3. Jh.
Weihrauchdose mit Deckel,材料,"Brauner Ton, Deckel hellgrün glasiert"
Weihrauchdose mit Deckel,大小,"Höhe x Durchmesser: 11,5 x 10,7 cm"
Weihrauchdose mit Deckel,描述,[SM8HF]
Weihrauchdose mit Deckel,图片链接,https://recherche.smb.museum/images/4564300_300x300.jpg
Weihrauchdose mit Deckel,详情链接,https://id.smb.museum/object/1907615/weihrauchdose-mit-deckel
"Halstopf, Typ zhong",属于,Staatliche Museen zu Berlin
"Halstopf, Typ zhong",年代,Späte Han-Dynastie-2./3. Jh.
"Halstopf, Typ zhong",材料,"Graubrauner Ton, gelbgrün glasiert"
"Halstopf, Typ zhong",大小,"Höhe: 31,5 cm"
"Halstopf, Typ zhong",描述,[SM8HF]
"Halstopf, Typ zhong",图片链接,https://recherche.smb.museum/images/4564298_300x300.jpg
"Halstopf, Typ zhong",详情链接,https://id.smb.museum/object/1907613/halstopf-typ-zhong
"Topf mit Bandhenkeln, Typ zhong",属于,Staatliche Museen zu Berlin
"Topf mit Bandhenkeln, Typ zhong",年代,Frühe Han-Dynastie-spätes 1. Jh. v. u. Z. bis frühes 1. Jh.
"Topf mit Bandhenkeln, Typ zhong",材料,"Hellbrauner feinkörniger Ton, teilweise olivgrün glasiert"
"Topf mit Bandhenkeln, Typ zhong",大小,"Höhe x Breite x Tiefe: 28,7 x 21 x 19,7 cm"
"Topf mit Bandhenkeln, Typ zhong",描述,[SM8HF]
"Topf mit Bandhenkeln, Typ zhong",图片链接,https://recherche.smb.museum/images/4564295_300x300.jpg
"Topf mit Bandhenkeln, Typ zhong",详情链接,https://id.smb.museum/object/1907607/topf-mit-bandhenkeln-typ-zhong
Topf mit zwei Henkeln,属于,Staatliche Museen zu Berlin
Topf mit zwei Henkeln,年代,Frühe Han-Dynastie-spätes 1. Jh. v. u. Z. bis frühes 1. Jh.
Topf mit zwei Henkeln,材料,"Roter Ton, dünn olivgrün glasiert"
Topf mit zwei Henkeln,大小,"Höhe x Breite x Tiefe: 19 x 23,4 x 20,8 cm"
Topf mit zwei Henkeln,描述,[SM8HF]
Topf mit zwei Henkeln,图片链接,https://recherche.smb.museum/images/4564294_300x300.jpg
Topf mit zwei Henkeln,详情链接,https://id.smb.museum/object/1907606/topf-mit-zwei-henkeln
"Räuchergefäß, Typ boshanlu",属于,Staatliche Museen zu Berlin
"Räuchergefäß, Typ boshanlu",年代,Späte Han-Dynastie-1./2. Jh.
"Räuchergefäß, Typ boshanlu",材料,"Roter Ton, dunkelgrün bleiglasiert"
"Räuchergefäß, Typ boshanlu",大小,"Höhe: 24,5 cm"
"Räuchergefäß, Typ boshanlu",描述,[SM8HF]
"Räuchergefäß, Typ boshanlu",图片链接,https://recherche.smb.museum/images/4564292_300x300.jpg
"Räuchergefäß, Typ boshanlu",详情链接,https://id.smb.museum/object/1907604/rauchergefass-typ-boshanlu
Modell eines Getreidespeichers,属于,Staatliche Museen zu Berlin
Modell eines Getreidespeichers,年代,Späte Han-Dynastie-1./2. Jh.
Modell eines Getreidespeichers,材料,"Roter Ton, dunkelgrün bleiglasiert"
Modell eines Getreidespeichers,大小,"Höhe x Durchmesser: 28 x 16,4 cm"
Modell eines Getreidespeichers,描述,[SM8HF]
Modell eines Getreidespeichers,图片链接,https://recherche.smb.museum/images/4564290_300x300.jpg
Modell eines Getreidespeichers,详情链接,https://id.smb.museum/object/1907603/modell-eines-getreidespeichers
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,属于,Staatliche Museen zu Berlin
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,年代,Späte Han-Dynastie-1./2. Jh.
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,材料,Grauer Ton
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,大小,"Länge: 25,2 cm"
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,描述,[SM8HF]
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,图片链接,https://recherche.smb.museum/images/4564287_300x300.jpg
Tuschreibstein mit Deckel in Gestalt einer Schildkröte,详情链接,https://id.smb.museum/object/1907602/tuschreibstein-mit-deckel-in-gestalt-einer-schildkrote
Amphore,属于,Staatliche Museen zu Berlin
Amphore,年代,"Östliche Zhou-, Qin- oder Han-Dynastie-3./2. Jh. v. u. Z."
Amphore,材料,"Schwarzer Ton, polierte Oberfläche"
Amphore,大小,"Höhe x Breite x Tiefe: 20,5 x 20,7 x 16 cm"
Amphore,描述,[SM8HF]
Amphore,图片链接,https://recherche.smb.museum/images/4564280_300x300.jpg
Amphore,详情链接,https://id.smb.museum/object/1907600/amphore
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Östliche Zhou-Dynastie-Zeit der Streitenden Reiche-4./3. Jh. v. u. Z.
Topf,材料,"Rosabraunes Protoporzellan, gelbgrüne Glasur"
Topf,大小,"Höhe x Durchmesser: 10,1 x 12,9 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564278_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907565/topf
"Kanne mit Deckel, Typ he",属于,Staatliche Museen zu Berlin
"Kanne mit Deckel, Typ he",年代,Östliche Zhou-Dynastie-Zeit der Streitenden Reiche-4./3. Jh. v. u. Z.
"Kanne mit Deckel, Typ he",材料,"Graues Protoporzellan, Ascheglasur"
"Kanne mit Deckel, Typ he",大小,"Höhe x Breite x Tiefe: 17,5 x 16,5 x 14,6 cm"
"Kanne mit Deckel, Typ he",描述,[SM8HF]
"Kanne mit Deckel, Typ he",图片链接,https://recherche.smb.museum/images/4564277_300x300.jpg
"Kanne mit Deckel, Typ he",详情链接,https://id.smb.museum/object/1907558/kanne-mit-deckel-typ-he
Glocke,属于,Staatliche Museen zu Berlin
Glocke,年代,Östliche Zhou-Dynastie-Zeit der Streitenden Reiche-5./4. Jh. v. u. Z.
Glocke,材料,"Hellbrauner Protoporzellan, dünn olivgrün glasiert"
Glocke,大小,"Höhe: 18,2 cm"
Glocke,描述,[SM8HF]
Glocke,图片链接,https://recherche.smb.museum/images/4564275_300x300.jpg
Glocke,详情链接,https://id.smb.museum/object/1907551/glocke
Zwei kleine Teller,属于,Staatliche Museen zu Berlin
Zwei kleine Teller,年代,Ming-Dynastie-Tianqi- bis Chongzhen-Ära
Zwei kleine Teller,材料,blau-weiß Porzellan
Zwei kleine Teller,大小,"Höhe x Durchmesser: 2,8 x 15,5 cm (a)"
Zwei kleine Teller,描述,[SM8HF]
Zwei kleine Teller,图片链接,https://recherche.smb.museum/images/5030631_300x300.jpg
Zwei kleine Teller,详情链接,https://id.smb.museum/object/1907545/zwei-kleine-teller
Dreifuß,属于,Staatliche Museen zu Berlin
Dreifuß,年代,Östliche Zhou-Dynastie-Frühlings- und Herbstperiode oder Zeit der Streitenden Reiche-5. Jh. v. u. Z.
Dreifuß,材料,"Graues Protoporzellan, hellgrün glasiert"
Dreifuß,大小,"Höhe x Durchmesser: 16,3 x 18 cm"
Dreifuß,描述,[SM8HF]
Dreifuß,图片链接,https://recherche.smb.museum/images/4564274_300x300.jpg
Dreifuß,详情链接,https://id.smb.museum/object/1907537/dreifuss
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Östliche Zhou-Dynastie-Zeit der Streitenden Reiche-5./4. Jh. v. u. Z.
Topf,材料,Harter dunkelgrauer Ton
Topf,大小,"Höhe x Durchmesser: 17,5 x 23,2 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564273_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907525/topf
Schale,属于,Staatliche Museen zu Berlin
Schale,年代,Westliche oder Östliche Zhou-Dynastie-8./7. Jh. v. u. Z.
Schale,材料,"Graues Protoporzellan, graugrün glasiert"
Schale,大小,"Höhe x Durchmesser: 3,3 x 9,5 cm"
Schale,描述,[SM8HF]
Schale,图片链接,https://recherche.smb.museum/images/4564271_300x300.jpg
Schale,详情链接,https://id.smb.museum/object/1907523/schale
Schälchen,属于,Staatliche Museen zu Berlin
Schälchen,年代,Westliche Zhou-Dynastie-8./7. Jh. v. u. Z.
Schälchen,材料,"Graues Protoporzellan, olivgrün glasiert"
Schälchen,大小,"Höhe x Durchmesser: 5 x 11,4 cm"
Schälchen,描述,[SM8HF]
Schälchen,图片链接,https://recherche.smb.museum/images/4564269_300x300.jpg
Schälchen,详情链接,https://id.smb.museum/object/1907520/schalchen
Fußschale,属于,Staatliche Museen zu Berlin
